standard_id,component_id,description,source
6b3773c3-d7cc-11e8-824f-0242ac160002,40ad110f-50b4-435e-9054-11917175a39c,"Plan writing by considering purpose, audience, and the most significant ideas to convey",ai_generated
6b3773c3-d7cc-11e8-824f-0242ac160002,1ad62ea2-c6db-4a4c-9729-965716e000c5,Revise drafts to strengthen development and clarity for a specific purpose and audience,ai_generated
6b3773c3-d7cc-11e8-824f-0242ac160002,46607260-802a-472c-8748-2f8ad565833f,Edit writing to correct errors and improve style appropriate to the task,ai_generated
6b3773c3-d7cc-11e8-824f-0242ac160002,38bb35ed-eca3-4776-8dc6-d673bad39b4e,Evaluate when rewriting or trying a new approach best serves the writing's purpose,ai_generated
6b9a2feb-d7cc-11e8-824f-0242ac160002,d6b349cf-8d62-4d9a-a7ee-48be7eddf8e2,Produce complete simple declarative and interrogative sentences in response to prompts,ai_generated
6b9a2feb-d7cc-11e8-824f-0242ac160002,563ce990-4fd6-4887-81a7-c917e2f00124,Produce complete imperative and exclamatory sentences in response to prompts,ai_generated
6b9a2feb-d7cc-11e8-824f-0242ac160002,228261dc-6dd9-4008-b9e6-75e44326077c,Expand simple sentences by adding details to provide more information,ai_generated
6b9a2feb-d7cc-11e8-824f-0242ac160002,096bf39f-cad3-4b72-b9b2-b5a3801cf735,Construct compound sentences by joining two complete simple sentences,ai_generated
6b9a2d02-d7cc-11e8-824f-0242ac160002,e3bfa98e-c4c4-4409-8ca5-bf15bf32f7ec,Produce simple sentences with a clear subject and predicate,ai_generated
6b9a2d02-d7cc-11e8-824f-0242ac160002,eb8ba424-ed23-42ab-b5ff-ef5dfe461840,Produce compound sentences by correctly joining two independent clauses,ai_generated
6b9a2d02-d7cc-11e8-824f-0242ac160002,24eb4aaa-8598-4967-9bb9-ff0cf377f036,Produce complex sentences using a subordinating conjunction and dependent clause,ai_generated
6b339336-d7cc-11e8-824f-0242ac160002,68a45230-24a3-4f18-8b11-745434f0fa44,Use context clues to determine the meaning of unfamiliar academic words in a grade 4 text,ai_generated
6b339336-d7cc-11e8-824f-0242ac160002,7a00be52-8093-4ab4-94cd-0919fa4bc4fc,Determine the meaning of domain-specific vocabulary relevant to a grade 4 subject area,ai_generated
6b339336-d7cc-11e8-824f-0242ac160002,61a87ef4-f6f2-4bd0-8a3f-1f1171e50174,Use text features or reference materials to clarify the meaning of unknown words or phrases,ai_generated
9aa27d88-ff06-40f6-8c31-f0d86890ac1a,64f18313-9006-4d1d-a83c-eafba221455e,"Interpret information presented in charts, graphs, photographs, or maps in historical texts",ai_generated
9aa27d88-ff06-40f6-8c31-f0d86890ac1a,d29e1c04-6c0b-4ad5-9bae-e5dedb3e2af5,Explain how visual information supports or extends information in print or digital texts,ai_generated
9aa27d88-ff06-40f6-8c31-f0d86890ac1a,73cca995-3f72-494b-af88-8e60a1bb93bd,Integrate data from a visual source with evidence from a written historical text,ai_generated
6b33fc6b-d7cc-11e8-824f-0242ac160002,451d3c4c-b5e3-44a1-9121-01b5fcde502b,Ask questions about key details in a literary text to deepen understanding,ai_generated
6b33fc6b-d7cc-11e8-824f-0242ac160002,ffe77a0a-72ad-44fd-a617-7708b2ead2d8,Answer questions about a text by citing explicit textual evidence,ai_generated
6b33fc6b-d7cc-11e8-824f-0242ac160002,a7b97ec7-a01c-46fd-96d9-8407b5e59b1f,Refer directly to specific passages in a text to support answers to comprehension questions,ai_generated
6b3a71b5-d7cc-11e8-824f-0242ac160002,204d1e3d-1793-4bad-ac5d-ea0cb2beeaf2,Identify a series of events described in a historical text in chronological order,ai_generated
6b3a71b5-d7cc-11e8-824f-0242ac160002,4b9b93ea-8007-422b-a91c-502575ac7581,Analyze whether earlier events caused later events or simply preceded them in a text,ai_generated
6b3a71b5-d7cc-11e8-824f-0242ac160002,d83e523a-d6ee-4885-8a86-4aa1943ee2f6,Distinguish between causation and sequence in a historical account of events,ai_generated
6b38dc8c-d7cc-11e8-824f-0242ac160002,b4071107-6ca7-4746-9874-11668b97f6e2,Identify characters in a story with prompting and support,ai_generated
6b38dc8c-d7cc-11e8-824f-0242ac160002,ab169f10-c684-4b7e-8b6f-7944be8d4f3c,Identify the setting of a story with prompting and support,ai_generated
6b38dc8c-d7cc-11e8-824f-0242ac160002,dd60365a-aaf5-4d72-81db-3dc983babc9f,Identify major events in a story with prompting and support,ai_generated
6b38650a-d7cc-11e8-824f-0242ac160002,e4ed24ca-6f2d-463d-9db7-168a74f8f841,Use general academic vocabulary accurately in writing and speaking at the 9–10 grade level,ai_generated
6b38650a-d7cc-11e8-824f-0242ac160002,ccd002bf-ff06-4b79-9e43-edb114998b27,Use domain-specific words and phrases accurately in discipline-appropriate contexts,ai_generated
6b38650a-d7cc-11e8-824f-0242ac160002,80b0d2b2-3dad-4e3e-84c0-7550e78440a7,Apply independent strategies to determine the meaning of unfamiliar words important to comprehension,ai_generated
6b9640c0-d7cc-11e8-824f-0242ac160002,3a3bc226-cef4-4244-b9eb-51a77cf61ecf,Read grade-level text with a clearly defined purpose before or during reading,ai_generated
6b9640c0-d7cc-11e8-824f-0242ac160002,1145d91d-3fe3-48e9-a8c5-d7bbad7bfa37,Demonstrate understanding of on-level text through retelling or summarizing key ideas,ai_generated
6b365ea2-d7cc-11e8-824f-0242ac160002,ca2e5114-5b0c-42a5-b99e-c4fc31be4e37,Apply standard English capitalization rules correctly in grade 11–12 writing,ai_generated
6b365ea2-d7cc-11e8-824f-0242ac160002,186d7a43-d5a8-4003-8ab7-66e974cd922c,Use punctuation conventions accurately in complex sentences and formal writing,ai_generated
6b365ea2-d7cc-11e8-824f-0242ac160002,05dfb33c-ac94-4c6d-a646-df87fdf83fee,Spell grade-appropriate general academic and domain-specific words correctly in writing,ai_generated
48685387-947b-4ff2-b90c-942952afc572,e8859bae-4132-4389-916a-23768bfe3115,Locate relevant evidence in informational texts to support a written analysis or argument,ai_generated
48685387-947b-4ff2-b90c-942952afc572,2bc055b9-b195-4f0d-a1dc-d1b7a0fd9c11,Integrate quoted or paraphrased evidence from informational texts into writing accurately,ai_generated
48685387-947b-4ff2-b90c-942952afc572,e07fa86f-fa27-4a0b-9952-39cf5e503c08,Evaluate the relevance and sufficiency of textual evidence drawn from informational sources,ai_generated
6b39eed0-d7cc-11e8-824f-0242ac160002,3d0d4936-b415-4e9c-a0d1-e667326377fd,Determine the central idea or main conclusion of a science or technical text,ai_generated
6b39eed0-d7cc-11e8-824f-0242ac160002,f8f8c5cd-5bb9-467a-b49f-741132515ec4,"Trace a text's explanation or depiction of a complex process, phenomenon, or concept",ai_generated
6b39eed0-d7cc-11e8-824f-0242ac160002,15582972-3435-4b4c-b54c-ce3cc9ab7a3c,Provide an accurate summary of a science or technical text without personal opinion,ai_generated
6b345486-d7cc-11e8-824f-0242ac160002,ecd1fddf-4eb2-4ce4-88f1-5ddf2912eb6f,Ask questions about words whose meanings are unknown in a read-aloud or text,ai_generated
6b345486-d7cc-11e8-824f-0242ac160002,397037ba-5a35-4796-96dd-654c4aaa6bd8,Answer questions about the meaning of unknown words using context or illustrations,ai_generated
6b9a080f-d7cc-11e8-824f-0242ac160002,ec0576cc-ad99-4c21-934f-a19dc4131891,Construct a concluding statement that synthesizes key information from an explanatory text,ai_generated
6b9a080f-d7cc-11e8-824f-0242ac160002,b450ca35-bb8a-4faf-820b-62bc91239374,Evaluate whether a conclusion logically follows from the explanation presented,ai_generated
6b9a080f-d7cc-11e8-824f-0242ac160002,6525b466-e05a-4680-986b-75583f48f056,Distinguish between conclusions that merely restate content and those that reinforce significance,ai_generated
6b9a080f-d7cc-11e8-824f-0242ac160002,f27bdb39-56e0-4043-9fe6-9abbfba9a6dc,Write a concluding section that reinforces the central idea of an informative text,ai_generated
6b34920f-d7cc-11e8-824f-0242ac160002,93379e7f-b219-4adf-9709-51cb1e9cd5a3,Prepare for collaborative discussions by reading and researching grades 11–12 topics in advance,ai_generated
6b34920f-d7cc-11e8-824f-0242ac160002,5706b347-2e2a-4f0b-8422-18b67371f8c6,Build on a peer's idea by referencing their contribution explicitly during discussion,ai_generated
6b34920f-d7cc-11e8-824f-0242ac160002,933df0b4-affd-49aa-8310-d4798fc74c73,Express a position clearly and persuasively using evidence during one-on-one or group discussion,ai_generated
6b34920f-d7cc-11e8-824f-0242ac160002,7851deb3-f047-4a16-9895-19c23d98ce87,Respond to opposing viewpoints respectfully while maintaining a reasoned argument,ai_generated
6b34920f-d7cc-11e8-824f-0242ac160002,677226bd-30e4-4b2e-88ef-91ed42af7c3c,Initiate discussion by posing a substantive question or claim about a complex text or issue,ai_generated
6b3322e9-d7cc-11e8-824f-0242ac160002,ef3b5a43-86fb-43ac-a75b-ee1e105448ef,Identify and correct errors in pronoun case and agreement in written sentences,ai_generated
6b3322e9-d7cc-11e8-824f-0242ac160002,018981ea-3e7b-4b20-8cf4-50d15d4f9361,Apply correct verb tense consistency when writing or speaking,ai_generated
6b3322e9-d7cc-11e8-824f-0242ac160002,d81b395a-2175-450e-a996-e2fc13b33e0d,Use intensive pronouns correctly in context,ai_generated
6b3322e9-d7cc-11e8-824f-0242ac160002,01688d03-b90a-4202-8909-66981695c7d3,Recognize and correct vague or ambiguous pronoun references in writing or speech,ai_generated
6b3322e9-d7cc-11e8-824f-0242ac160002,c6487949-b71d-4800-903f-bbd7baad103f,Apply subject-verb agreement rules in complex sentence structures,ai_generated
6b995008-d7cc-11e8-824f-0242ac160002,4055bae0-dcb5-4499-b817-4bbcaae7c904,Select precise words and phrases to capture action in narrative writing,ai_generated
6b995008-d7cc-11e8-824f-0242ac160002,dc07b1aa-63a5-4c1c-bb5f-e1005dd5d41a,Incorporate sensory language to convey a specific experience or event,ai_generated
6b995008-d7cc-11e8-824f-0242ac160002,43c57b8f-bcd2-4847-a62a-2ba467211e00,Replace vague descriptive language with relevant concrete details in a narrative,ai_generated
6b995008-d7cc-11e8-824f-0242ac160002,aa231f56-a7ca-4f2c-80ef-18d2a19746ab,Use domain-specific or vivid vocabulary to render experiences and events more precisely,ai_generated
6b9885d0-d7cc-11e8-824f-0242ac160002,963924d8-5d2a-48c8-b3bc-05d5bbd2f8f0,Select varied transitions that clarify logical relationships between complex ideas in an essay,ai_generated
6b9885d0-d7cc-11e8-824f-0242ac160002,2d4e0c6e-736b-4272-bc85-8c72ac7db47d,Vary syntax to create cohesion between major sections of an informative text,ai_generated
6b9885d0-d7cc-11e8-824f-0242ac160002,61370439-046f-4cfb-9699-b28d1011d3f4,"Distinguish between transitions that show contrast, causation, and elaboration in academic writing",ai_generated
6b9885d0-d7cc-11e8-824f-0242ac160002,a772ea97-21b3-4365-b2f4-ab52770ba1f0,Revise a draft to improve flow by replacing repetitive or weak transitional language,ai_generated
6b998981-d7cc-11e8-824f-0242ac160002,18a5a5ae-e5d9-49b8-a726-c647d63defbc,Spell high-frequency words correctly in written work,ai_generated
6b998981-d7cc-11e8-824f-0242ac160002,f1b9e055-fe85-49e4-b9cc-9f817cd104fd,"Apply spelling rules for adding suffixes to base words that require doubling, dropping, or changing letters",ai_generated
6b998981-d7cc-11e8-824f-0242ac160002,b6aa8667-9391-4aed-becc-9489de2f34ee,Identify and correct misspellings of studied words in written sentences,ai_generated
6b998981-d7cc-11e8-824f-0242ac160002,22b85cb7-9096-4c52-bf10-a00d2a010f4e,"Spell words formed by adding common suffixes such as -ing, -ed, -es, and -ness to base words",ai_generated
6b990b8b-d7cc-11e8-824f-0242ac160002,e74fa4e9-d293-41d5-b22a-4b02c15246c5,Identify common prefixes and their meanings when decoding unfamiliar words,ai_generated
6b990b8b-d7cc-11e8-824f-0242ac160002,3440fa07-9640-4ff3-b7e7-aba4acc7b206,Identify common suffixes and their meanings when decoding unfamiliar words,ai_generated
6b990b8b-d7cc-11e8-824f-0242ac160002,07af7f6b-4980-42c9-afaa-ce91f33d9e00,Decode multisyllabic words by separating known prefixes and suffixes from base words,ai_generated
6b990b8b-d7cc-11e8-824f-0242ac160002,1d7e0a15-8e05-49c3-aa20-17d6f8c3f18e,Read aloud words with common prefixes and suffixes accurately and fluently,ai_generated
6b94a9bf-d7cc-11e8-824f-0242ac160002,693b23bf-1c87-4941-836d-ca938b49db2f,Identify collective nouns in spoken or written sentences,ai_generated
6b94a9bf-d7cc-11e8-824f-0242ac160002,ff18c972-cdb7-4e0f-94cf-6db82747667e,Use collective nouns correctly in written and oral contexts,ai_generated
6b94a9bf-d7cc-11e8-824f-0242ac160002,0e0ff5da-e04d-450b-b352-bfa336704140,Distinguish collective nouns from other noun types in a sentence,ai_generated
235e368f-dd93-4443-8237-320d028c264f,5939cb13-0f65-4339-abab-a8d66a65de09,Select discipline-appropriate transitions that signal relationships such as cause-effect or comparison,ai_generated
235e368f-dd93-4443-8237-320d028c264f,a0acbe39-264d-457c-8c6c-e85d785c7d3b,Revise a technical or informational text to improve cohesion through varied transitional language,ai_generated
235e368f-dd93-4443-8237-320d028c264f,fa45e97c-f52b-47c4-ba3b-a17867da09f1,Explain how a specific transition clarifies the relationship between two ideas in a text,ai_generated
235e368f-dd93-4443-8237-320d028c264f,edaeb393-e31e-4ba0-8a70-183ce20ced08,Apply transitional phrases to link evidence to claims in informational writing,ai_generated
6b36c6d2-d7cc-11e8-824f-0242ac160002,21a04b67-bdf4-40a8-99d0-06bac9faee89,Identify the reasons and evidence an author provides to support a specific point,ai_generated
6b36c6d2-d7cc-11e8-824f-0242ac160002,3f27b3cd-74af-48d0-858d-3b12c294ebaf,Explain how a piece of evidence connects to and supports the author's claim,ai_generated
6b36c6d2-d7cc-11e8-824f-0242ac160002,73668789-2e86-4c20-89c9-fda5450162d4,Evaluate whether the evidence an author uses is relevant to the point being made,ai_generated
6b36c6d2-d7cc-11e8-824f-0242ac160002,0d40c452-d708-4583-aa5e-8dbf8176272c,Distinguish between an author's main point and the supporting reasons in a nonfiction text,ai_generated
6b97fcc9-d7cc-11e8-824f-0242ac160002,e9171024-b4e2-4dff-8b35-7808e65415b7,Form contractions correctly using an apostrophe to replace omitted letters,ai_generated
6b97fcc9-d7cc-11e8-824f-0242ac160002,c4b5de04-f25a-41ee-91bb-259ea3d8b8e8,Use an apostrophe correctly to form frequently occurring possessives,ai_generated
6b97fcc9-d7cc-11e8-824f-0242ac160002,ca38019d-380f-4c9a-ba4f-1758f64c053f,Distinguish between a possessive noun and a contraction when writing,ai_generated
6b97fcc9-d7cc-11e8-824f-0242ac160002,00ca0f84-5113-4af4-afd3-67334310beba,Correct apostrophe errors in contractions and possessives in written sentences,ai_generated
6b97d48d-d7cc-11e8-824f-0242ac160002,5e3dc425-e001-4c56-82ba-bd8ed86e6d5b,Develop a claim with the most relevant data and evidence for a discipline-specific argument,ai_generated
6b97d48d-d7cc-11e8-824f-0242ac160002,a92b93a8-9f77-4f43-b951-2e5b19329f84,Construct a counterclaim that fairly represents an opposing perspective with supporting evidence,ai_generated
6b97d48d-d7cc-11e8-824f-0242ac160002,164488c9-89c8-429d-a6e7-ebfd070ebff6,Analyze the strengths and limitations of both a claim and its counterclaim in writing,ai_generated
6b97d48d-d7cc-11e8-824f-0242ac160002,83efe4e1-3a7a-46ca-ba6f-629bdca06345,"Anticipate audience knowledge, values, and biases when framing claims and counterclaims",ai_generated
6b97d48d-d7cc-11e8-824f-0242ac160002,80001860-fd43-47dd-bd7c-2af6706004c7,Distinguish between relevant and irrelevant evidence when supporting a claim or counterclaim,ai_generated
6b99a361-d7cc-11e8-824f-0242ac160002,ad8b9602-fe52-415d-b421-f9bd85e1f7e6,Identify and eliminate informal language or subjective tone in an informative draft,ai_generated
6b99a361-d7cc-11e8-824f-0242ac160002,4b877474-165f-451d-a681-4f3f0316a022,Apply discipline-specific conventions of style in academic or technical writing,ai_generated
6b99a361-d7cc-11e8-824f-0242ac160002,fa5c0e26-b8f1-49d7-84ea-6870b881979b,Maintain consistent formal register throughout an informative or explanatory text,ai_generated
6b99a361-d7cc-11e8-824f-0242ac160002,b0f1352e-5e98-4b83-b99c-3a77189b8bb2,Distinguish between objective and biased tone in informational writing samples,ai_generated
6b32ecf1-d7cc-11e8-824f-0242ac160002,7aac4b29-c10b-4ffe-9ad2-264ca67d2e1e,Use sentence-level context clues to determine the meaning of an unknown word,ai_generated
6b32ecf1-d7cc-11e8-824f-0242ac160002,1e4b6876-8172-4570-a844-f6d00116fa5b,Apply knowledge of common prefixes and suffixes to clarify word meaning,ai_generated
6b32ecf1-d7cc-11e8-824f-0242ac160002,47b019d0-0c33-4c13-8510-066ccf6eda73,Use picture clues or prior knowledge to determine the meaning of an unfamiliar word,ai_generated
6b32ecf1-d7cc-11e8-824f-0242ac160002,ca4dcc60-3a22-4c68-8e6e-d04b7885887a,Identify which meaning of a multiple-meaning word applies in a given context,ai_generated
6b37b35a-d7cc-11e8-824f-0242ac160002,8f777fa8-63fd-4412-b368-9cc3bf64d62a,Introduce a topic clearly and organize complex ideas for an informative essay,ai_generated
6b37b35a-d7cc-11e8-824f-0242ac160002,177ad0cb-d1b3-4d08-8e31-9a0a76a6d20b,Select and analyze relevant content to support an explanatory thesis,ai_generated
6b37b35a-d7cc-11e8-824f-0242ac160002,24c0e5f5-607f-4e6f-9756-44fee69aa044,"Develop an explanatory text using well-chosen facts, definitions, and concrete details",ai_generated
6b37b35a-d7cc-11e8-824f-0242ac160002,4b5fdad9-c943-4709-9cbc-99c475f716d0,Organize informational writing so that each section builds logically on the previous one,ai_generated
6b37b35a-d7cc-11e8-824f-0242ac160002,73c21447-4e80-42b8-a8e2-f4c4f27603c7,Construct an informative text that conveys complex ideas accurately for a specific audience,ai_generated
6b34dc34-d7cc-11e8-824f-0242ac160002,6b6a63ad-969b-4d87-ae61-f6e5941f153d,"Produce extended writing that incorporates research, reflection, and revision over multiple sessions",ai_generated
6b34dc34-d7cc-11e8-824f-0242ac160002,d427bb03-9191-43fd-82b5-b14c65d28dc6,Complete a short writing task within a single sitting appropriate for a specific discipline,ai_generated
6b34dc34-d7cc-11e8-824f-0242ac160002,d7e29463-46ee-45fe-afc3-c1ecc0d2582f,"Adapt writing purpose, form, and tone to suit a range of discipline-specific audiences",ai_generated
6b34dc34-d7cc-11e8-824f-0242ac160002,3b72d0d6-065c-4197-9d75-cdb4d7f3e012,Revise a piece of writing produced over time to refine ideas and improve clarity,ai_generated
6b35a72c-d7cc-11e8-824f-0242ac160002,0588b1e2-7b6c-4f62-aae5-94c703bf19c3,"Construct a clear, arguable claim about a substantive topic or text",ai_generated
6b35a72c-d7cc-11e8-824f-0242ac160002,721dcac5-ac21-4058-a027-bd64690d769f,Select valid reasoning to support a claim in an argumentative text,ai_generated
6b35a72c-d7cc-11e8-824f-0242ac160002,05c61e81-9767-42e5-9a63-29a74c8a2432,Evaluate the relevance and sufficiency of evidence used to support an argument,ai_generated
6b35a72c-d7cc-11e8-824f-0242ac160002,ac7df296-f5db-4121-b534-c3b541c11882,Integrate counterarguments into a written argument using logical rebuttal,ai_generated
6b35a72c-d7cc-11e8-824f-0242ac160002,c02d66b1-833b-4b6a-b8ae-2818f0dcad66,"Write a complete argument that includes a claim, reasoning, and sufficient textual evidence",ai_generated
6b38f4c2-d7cc-11e8-824f-0242ac160002,3a30940f-64f0-4b74-a6c7-99f0c726ddf0,Ask a clarifying question in response to something a speaker has said,ai_generated
6b38f4c2-d7cc-11e8-824f-0242ac160002,a3d7156f-13b6-42a1-ae43-d22d4fc62fef,Answer a peer's question about a speaker's message using details from what was heard,ai_generated
6b38f4c2-d7cc-11e8-824f-0242ac160002,47c87244-e883-43af-8c0f-d9046f40af7f,Identify information from a speaker's talk that requires further clarification or detail,ai_generated
6b38f4c2-d7cc-11e8-824f-0242ac160002,4a85f09a-f0d0-43ea-8279-28cbb516a6f2,Explain how asking a question deepened understanding of a speaker's topic,ai_generated
6b98485d-d7cc-11e8-824f-0242ac160002,fda9f916-695d-414d-9685-db848d98dcd7,Form regular plural nouns orally by adding /s/ to singular nouns,ai_generated
6b98485d-d7cc-11e8-824f-0242ac160002,5ad97f65-f99e-4a18-acfa-6d489dd161f2,Form regular plural nouns orally by adding /es/ to singular nouns ending in specific sounds,ai_generated
6b98485d-d7cc-11e8-824f-0242ac160002,369d7561-26d1-4734-afc8-a83c0316164e,Distinguish orally between singular and plural forms of regular nouns,ai_generated
6b3949a2-d7cc-11e8-824f-0242ac160002,61c4fd8a-9b9e-4dab-a4ec-5bb0ab4b6ce0,Cite specific textual evidence from a literary text to support an analytical claim,ai_generated
6b3949a2-d7cc-11e8-824f-0242ac160002,3ee12b4a-74ef-4223-b5be-ab796e3cd45c,Draw relevant evidence from an informational text to support a research conclusion,ai_generated
6b3949a2-d7cc-11e8-824f-0242ac160002,c788751c-a447-472f-9836-34ea3dbea885,Explain how quoted or paraphrased evidence from a text supports a written argument,ai_generated
6b3949a2-d7cc-11e8-824f-0242ac160002,5664f9f0-692b-4233-8311-ac61d1da93e6,Select evidence from multiple texts to support a comparative analysis or reflection,ai_generated
6b97b055-d7cc-11e8-824f-0242ac160002,f88dce84-a908-4cc2-b92f-ab5b44062df8,Select relevant facts and definitions to support a specific informational topic,ai_generated
6b97b055-d7cc-11e8-824f-0242ac160002,e0abedf2-c4b7-41fe-935a-d8fac7b562bb,Incorporate concrete details and examples to develop an informational topic,ai_generated
6b97b055-d7cc-11e8-824f-0242ac160002,e0fbf187-62e3-4e57-93a6-7d8b7136d943,Integrate quotations from sources to elaborate on an informational topic,ai_generated
6b97b055-d7cc-11e8-824f-0242ac160002,56d360d6-413a-44b1-83d3-3acadc300652,Distinguish between relevant and irrelevant supporting information for a given topic,ai_generated
6b34985d-d7cc-11e8-824f-0242ac160002,19cad0eb-d411-4075-9f67-e9e1b96b6a92,Follow agreed-upon rules for collaborative discussions in small and large groups,ai_generated
6b34985d-d7cc-11e8-824f-0242ac160002,224e069a-2162-4422-9d45-8d0910fa66aa,Build on others' talk by linking comments to the remarks of peers during discussion,ai_generated
6b34985d-d7cc-11e8-824f-0242ac160002,91453d5b-e1b4-43f0-ba99-8e20062ecf8f,Ask clarifying questions about topics and texts discussed with partners or adults,ai_generated
6b964e7f-d7cc-11e8-824f-0242ac160002,493b63d1-ce79-46fa-830a-7a111de678e0,Track print from left to right across a line of text,ai_generated
6b964e7f-d7cc-11e8-824f-0242ac160002,145e8b0f-667a-4df8-8f04-53840520f0d3,Track print from top to bottom down a page of text,ai_generated
6b964e7f-d7cc-11e8-824f-0242ac160002,f288d38f-8e3a-4120-bcb1-f8603aa1eb9a,Follow text sequentially from page to page through a book,ai_generated
6b3a00df-d7cc-11e8-824f-0242ac160002,296347e3-c8ae-4574-8c74-5e78c73126fd,"Read on-level text aloud with accuracy, appropriate rate, and expression",ai_generated
6b3a00df-d7cc-11e8-824f-0242ac160002,cb752676-e3ed-4c25-9ca7-aa53a5703bb0,Self-correct word recognition errors that interfere with comprehension while reading,ai_generated
6b3a00df-d7cc-11e8-824f-0242ac160002,ad922ff3-c620-4365-b1f5-e97c4488a313,Use context to confirm or self-correct word recognition during oral reading,ai_generated
6b3a00df-d7cc-11e8-824f-0242ac160002,f852f1f6-264e-45b5-9ed9-47ae4f9572ab,Demonstrate fluency by reading grade-level text at a pace that supports comprehension,ai_generated
6b373405-d7cc-11e8-824f-0242ac160002,10f7bcd8-ed93-40d4-a0c2-68c9077155f5,Identify the organizational structure used to present concepts in a scientific or technical text,ai_generated
6b373405-d7cc-11e8-824f-0242ac160002,835213fc-0f3e-4fcc-9552-8b4dc411ba0b,Analyze relationships among key technical terms within a scientific or technical text,ai_generated
6b373405-d7cc-11e8-824f-0242ac160002,f4e230e2-4376-4cde-bcd6-1a0a3e5e7a0b,Explain how an author uses text structure to clarify connections between scientific concepts,ai_generated
6b38c3c3-d7cc-11e8-824f-0242ac160002,dfdf92f8-cf91-4412-b9fa-c99156d1a981,Compare two or more characters in a story using specific textual details,ai_generated
6b38c3c3-d7cc-11e8-824f-0242ac160002,34f58f07-c79b-4bcb-a0b1-56f5f93fbc0d,Contrast settings within a story or drama using evidence from the text,ai_generated
6b38c3c3-d7cc-11e8-824f-0242ac160002,1f157f5c-d346-4d40-a0af-ba7da7e7a500,Analyze how characters interact with each other to advance events in a story,ai_generated
6b38c3c3-d7cc-11e8-824f-0242ac160002,27d7319f-8608-4ba2-b339-5dd5a8955b61,Compare and contrast two or more events in a story drawing on specific details,ai_generated
6b973278-d7cc-11e8-824f-0242ac160002,592227cc-8f78-420c-bcb4-a31aa01cca5a,Identify the meaning of common Greek and Latin roots in grade-appropriate words,ai_generated
6b973278-d7cc-11e8-824f-0242ac160002,250ad57d-7340-4345-9119-88acf97f4530,Use knowledge of Greek or Latin affixes to determine the meaning of unfamiliar words,ai_generated
6b973278-d7cc-11e8-824f-0242ac160002,ba5ddcda-60a7-4694-88a6-5abf5072416b,Infer the meaning of an unknown word by analyzing its Greek or Latin prefix or suffix,ai_generated
6b3380bb-d7cc-11e8-824f-0242ac160002,d7a5024c-960b-4255-a4fd-86f7f8e1e062,Determine the meaning of domain-specific words in a grade 2 informational text,ai_generated
6b3380bb-d7cc-11e8-824f-0242ac160002,838fe05a-b41a-4310-a0bf-209e4ae379e4,Use context clues to clarify the meaning of unfamiliar phrases in a grade 2 text,ai_generated
6b3380bb-d7cc-11e8-824f-0242ac160002,3528157e-5c02-4d97-8229-cdbf3606d3b7,Identify the meaning of general academic vocabulary relevant to a grade 2 topic,ai_generated
6b37a9b7-d7cc-11e8-824f-0242ac160002,ff7aa38d-804d-46a9-975e-42337cc899a4,Use effective search terms to locate relevant information from print and digital sources,ai_generated
6b37a9b7-d7cc-11e8-824f-0242ac160002,bff02455-e44f-47ed-a0d7-91412f947260,Assess the credibility and accuracy of a print or digital source,ai_generated
6b37a9b7-d7cc-11e8-824f-0242ac160002,24c192ba-38cc-44d8-8105-d6324ee87396,Paraphrase or quote source material while avoiding plagiarism,ai_generated
6b37a9b7-d7cc-11e8-824f-0242ac160002,42a27d06-a3d1-45aa-93fe-29f5a1f2f060,Cite sources using a standard citation format when gathering research information,ai_generated
6b37a9b7-d7cc-11e8-824f-0242ac160002,7564753c-5c7b-45ef-9161-6c2fdaf6e6e8,Generate focused follow-up questions based on gathered information from multiple sources,ai_generated
6b37f645-d7cc-11e8-824f-0242ac160002,f208e697-e1d1-4d3e-afeb-78e6438154e3,Identify the main topic of an informational text,ai_generated
6b37f645-d7cc-11e8-824f-0242ac160002,4ea9cee8-19bf-4307-9a70-065968634d96,Retell key details that support the main topic of an informational text,ai_generated
6b34ecfc-d7cc-11e8-824f-0242ac160002,28c18da3-fd37-48db-abde-7a9995f3d6e2,State a clear point of view or opinion on a topic or text in an opinion piece,ai_generated
6b34ecfc-d7cc-11e8-824f-0242ac160002,e75c109a-e96f-4987-b21e-7b49a7cee5fb,Supply reasons that support the stated opinion in a piece of writing,ai_generated
6b34ecfc-d7cc-11e8-824f-0242ac160002,4b8ae4ac-e390-47da-8e46-6f036acd1c7c,"Organize an opinion piece with an introduction, supporting reasons, and a concluding statement",ai_generated
6b34ecfc-d7cc-11e8-824f-0242ac160002,9342b46b-d666-41cc-b3d8-5103ae4b3d0b,Use linking words to connect opinion and reasons in an opinion piece,ai_generated
6b38dfc8-d7cc-11e8-824f-0242ac160002,34a5a518-e4fb-47ac-a1a6-6d517a926906,Identify the adventures or experiences of a character in a familiar story,ai_generated
6b38dfc8-d7cc-11e8-824f-0242ac160002,913a0c91-533b-4e75-91bb-004b47e78ee8,Compare the adventures of characters across two familiar stories with prompting and support,ai_generated
6b38dfc8-d7cc-11e8-824f-0242ac160002,de30efae-76c5-49b9-810a-2237dd335bee,Contrast the experiences of characters in familiar stories with prompting and support,ai_generated
6b37bccd-d7cc-11e8-824f-0242ac160002,fa35e031-8560-402d-bee7-1d8226401d63,Use drawing to represent a single event or experience in a narrative,ai_generated
